Name,URL,State,Category,IncentiveType,Created
Four-County EMC - Residential Energy Efficiency Loan Program,https://programs.dsireusa.org/system/program/detail/3319/four-county-emc-residential-energy-efficiency-loan-program,NC,Financial Incentive,Loan Program,3/27/2009
Four-County EMC - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3320/four-county-emc-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,3/27/2009
Tideland EMC - Weatherization Loan Program,https://programs.dsireusa.org/system/program/detail/2443/tideland-emc-weatherization-loan-program,NC,Financial Incentive,Loan Program,3/15/2007
Piedmont EMC - Residential Solar and Energy Efficiency Loan Program,https://programs.dsireusa.org/system/program/detail/4554/piedmont-emc-residential-solar-and-energy-efficiency-loan-program,NC,Financial Incentive,Loan Program,1/12/2011
Piedmont EMC - Rate Discount for Energy Star Homes,https://programs.dsireusa.org/system/program/detail/2120/piedmont-emc-rate-discount-for-energy-star-homes,NC,Financial Incentive,Utility Rate Discount,9/5/2006
Duke Energy Carolinas - Non-Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3466/duke-energy-carolinas-non-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,6/20/2009
City of High Point Electric - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3622/city-of-high-point-electric-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,8/20/2009
Randolph EMC - ElecTel Energy Efficiency Loan Program,https://programs.dsireusa.org/system/program/detail/22437/randolph-emc-electel-energy-efficiency-loan-program,NC,Financial Incentive,Loan Program,6/6/2022
Piedmont Natural Gas - Residential Equipment Efficiency Program,https://programs.dsireusa.org/system/program/detail/4125/piedmont-natural-gas-residential-equipment-efficiency-program,NC,Financial Incentive,Rebate Program,5/6/2010
Piedmont Natural Gas - Commercial Equipment Efficiency Program,https://programs.dsireusa.org/system/program/detail/4126/piedmont-natural-gas-commercial-equipment-efficiency-program,NC,Financial Incentive,Rebate Program,5/6/2010
Jones-Onslow EMC - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5248/jones-onslow-emc-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,8/2/2012
City of New Bern Electric Department - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2006/city-of-new-bern-electric-department-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,8/21/2006
City of Concord Electric Department - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5153/city-of-concord-electric-department-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,4/9/2012
City of Statesville Electric Utility Department - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2007/city-of-statesville-electric-utility-department-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,8/21/2006
Duke Energy Progress - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3525/duke-energy-progress-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,7/14/2009
Renewable Energy and Energy Efficiency Portfolio Standard,https://programs.dsireusa.org/system/program/detail/2660/renewable-energy-and-energy-efficiency-portfolio-standard,NC,Regulatory Policy,Renewables Portfolio Standard,8/6/2007
Randolph EMC - Electric Vehicle Charging Station Rebate,https://programs.dsireusa.org/system/program/detail/22361/randolph-emc-electric-vehicle-charging-station-rebate,NC,Financial Incentive,Rebate Program,8/19/2021
Clean Fuel Advanced Technology (CFAT) Project,https://programs.dsireusa.org/system/program/detail/22215/clean-fuel-advanced-technology-cfat-project,NC,Financial Incentive,Grant Program,6/11/2021
Duke Energy - EV School Bus Program,https://programs.dsireusa.org/system/program/detail/22415/duke-energy-ev-school-bus-program,NC,Financial Incentive,Rebate Program,9/5/2021
Cape Hatteras Electric Cooperative - ChargePoint Electric Vehicle Charger Residential Rebate,https://programs.dsireusa.org/system/program/detail/22414/cape-hatteras-electric-cooperative-chargepoint-electric-vehicle-charger-residential-rebate,NC,Financial Incentive,Rebate Program,9/5/2021
Pitt County - Wind Energy Systems Ordinance,https://programs.dsireusa.org/system/program/detail/4076/pitt-county-wind-energy-systems-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,4/8/2010
Town of Chapel Hill - Land-Use Management Ordinances,https://programs.dsireusa.org/system/program/detail/1102/town-of-chapel-hill-land-use-management-ordinances,NC,Regulatory Policy,Solar/Wind Access Policy,8/11/2004
North Carolina Solar Rights,https://programs.dsireusa.org/system/program/detail/2646/north-carolina-solar-rights,NC,Regulatory Policy,Solar/Wind Access Policy,7/31/2007
Template Solar Energy Development Ordinance,https://programs.dsireusa.org/system/program/detail/5445/template-solar-energy-development-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,1/9/2014
Watauga County - Wind Energy System Ordinance,https://programs.dsireusa.org/system/program/detail/2781/watauga-county-wind-energy-system-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,11/1/2007
Model Wind Ordinance,https://programs.dsireusa.org/system/program/detail/3051/model-wind-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,8/28/2008
Wind Energy Permitting Standards,https://programs.dsireusa.org/system/program/detail/5421/wind-energy-permitting-standards,NC,Regulatory Policy,Solar/Wind Permitting Standards,6/18/2013
Carteret County - Wind Energy System Ordinance,https://programs.dsireusa.org/system/program/detail/3895/carteret-county-wind-energy-system-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,1/11/2010
Town of Carrboro - Worthwhile Investments Save Energy (WISE) Homes and Buildings Program,https://programs.dsireusa.org/system/program/detail/4567/town-of-carrboro-worthwhile-investments-save-energy-wise-homes-and-buildings-program,NC,Financial Incentive,Loan Program,1/21/2011
Active Solar Heating and Cooling Systems Exemption,https://programs.dsireusa.org/system/program/detail/183/active-solar-heating-and-cooling-systems-exemption,NC,Financial Incentive,Property Tax Incentive,1/1/2000
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1815/building-energy-code,NC,Regulatory Policy,Building Energy Code,7/19/2006
Piedmont EMC - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2121/piedmont-emc-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,9/5/2006
Durham County - High-Performance Building Policy,https://programs.dsireusa.org/system/program/detail/3167/durham-county-high-performance-building-policy,NC,Regulatory Policy,Energy Standards for Public Buildings,12/9/2008
Conservation of Energy and Water Use in State Buildings,https://programs.dsireusa.org/system/program/detail/2704/conservation-of-energy-and-water-use-in-state-buildings,NC,Regulatory Policy,Energy Standards for Public Buildings,9/5/2007
Town of Chapel Hill - Energy Conservation Requirements for Town Buildings,https://programs.dsireusa.org/system/program/detail/391/town-of-chapel-hill-energy-conservation-requirements-for-town-buildings,NC,Regulatory Policy,Energy Standards for Public Buildings,1/1/2000
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/354/interconnection-standards,NC,Regulatory Policy,Interconnection,4/19/2005
EnergyUnited Commercial Lighting Program,https://programs.dsireusa.org/system/program/detail/22096/energyunited-commercial-lighting-program,NC,Financial Incentive,Rebate Program,6/11/2019
South River EMC - Solar Water Heating Rebate Program,https://programs.dsireusa.org/system/program/detail/3351/south-river-emc-solar-water-heating-rebate-program,NC,Financial Incentive,Rebate Program,4/20/2009
Town of Kill Devil Hills - Wind Energy Systems Ordinance,https://programs.dsireusa.org/system/program/detail/2860/town-of-kill-devil-hills-wind-energy-systems-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,2/4/2008
Ashe County - Wind Energy System Ordinance,https://programs.dsireusa.org/system/program/detail/2778/ashe-county-wind-energy-system-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,10/31/2007
Hyde County - Wind Energy Facility Ordinance,https://programs.dsireusa.org/system/program/detail/3371/hyde-county-wind-energy-facility-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,5/7/2009
Catawba County - Green Construction Permitting Incentive Program,https://programs.dsireusa.org/system/program/detail/4121/catawba-county-green-construction-permitting-incentive-program,NC,Financial Incentive,Green Building Incentive,5/3/2010
NC GreenPower Production Incentive,https://programs.dsireusa.org/system/program/detail/352/nc-greenpower-production-incentive,NC,Financial Incentive,Performance-Based Incentive,4/18/2005
City of Asheville - Efficiency Standards for City Buildings,https://programs.dsireusa.org/system/program/detail/2856/city-of-asheville-efficiency-standards-for-city-buildings,NC,Regulatory Policy,Energy Standards for Public Buildings,4/26/2007
Currituck County - Wind Energy Systems Ordinance,https://programs.dsireusa.org/system/program/detail/2853/currituck-county-wind-energy-systems-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,1/29/2008
Madison County - Wind Energy Systems Ordinance,https://programs.dsireusa.org/system/program/detail/4332/madison-county-wind-energy-systems-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,9/9/2010
Tyrrell County - Wind Energy Facility Ordinance,https://programs.dsireusa.org/system/program/detail/3368/tyrrell-county-wind-energy-facility-ordinance,NC,Regulatory Policy,Solar/Wind Permitting Standards,5/7/2009
Net Metering,https://programs.dsireusa.org/system/program/detail/285/net-metering,ND,Regulatory Policy,Net Metering,1/1/2000
Northern Plains EC - Commercial Energy Efficiency Loan Program,https://programs.dsireusa.org/system/program/detail/2444/northern-plains-ec-commercial-energy-efficiency-loan-program,ND,Financial Incentive,Loan Program,3/15/2007
Residential Energy Efficiency Rebates (Offered by 5 Utilities),https://programs.dsireusa.org/system/program/detail/5100/residential-energy-efficiency-rebates-offered-by-5-utilities,ND,Financial Incentive,Rebate Program,2/3/2012
Otter Tail Power Company - Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3139/otter-tail-power-company-energy-efficiency-rebate-program,ND,Financial Incentive,Rebate Program,11/17/2008
Renewable Energy Property Tax Exemption,https://programs.dsireusa.org/system/program/detail/160/renewable-energy-property-tax-exemption,ND,Financial Incentive,Property Tax Incentive,1/1/2000
Sales and Use Tax Exemption for Electrical Generating Facilities,https://programs.dsireusa.org/system/program/detail/4988/sales-and-use-tax-exemption-for-electrical-generating-facilities,ND,Financial Incentive,Sales Tax Incentive,9/1/2011
North Dakota Solar/Wind Easements and Laws,https://programs.dsireusa.org/system/program/detail/1/north-dakota-solar-wind-easements-and-laws,ND,Regulatory Policy,Solar/Wind Access Policy,1/1/2000
Xcel Energy - Residential Energy Efficiency Rebate Programs,https://programs.dsireusa.org/system/program/detail/4816/xcel-energy-residential-energy-efficiency-rebate-programs,ND,Financial Incentive,Rebate Program,6/12/2006
Sales and Use Tax Exemption for Gas Processing Facilities,https://programs.dsireusa.org/system/program/detail/4990/sales-and-use-tax-exemption-for-gas-processing-facilities,ND,Financial Incentive,Sales Tax Incentive,9/1/2011
Sales Tax Exemption for Hydrogen Generation Facilities,https://programs.dsireusa.org/system/program/detail/4989/sales-tax-exemption-for-hydrogen-generation-facilities,ND,Financial Incentive,Sales Tax Incentive,9/1/2011
Business Energy Efficiency Rebates (Offered by 5 Utilities),https://programs.dsireusa.org/system/program/detail/5101/business-energy-efficiency-rebates-offered-by-5-utilities,ND,Financial Incentive,Rebate Program,2/3/2012
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1923/building-energy-code,ND,Regulatory Policy,Building Energy Code,8/2/2006
Renewable and Recycled Energy Objective,https://programs.dsireusa.org/system/program/detail/2697/renewable-and-recycled-energy-objective,ND,Regulatory Policy,Renewables Portfolio Standard,8/24/2007
