Name,URL,State,Category,IncentiveType,Created
Light-Duty Motor Vehicle Purchase or Lease Incentive Program,https://programs.dsireusa.org/system/program/detail/22241/light-duty-motor-vehicle-purchase-or-lease-incentive-program,TX,Financial Incentive,Rebate Program,6/19/2021
Texas Clean Fleet Program,https://programs.dsireusa.org/system/program/detail/22238/texas-clean-fleet-program,TX,Financial Incentive,Grant Program,6/19/2021
Texas Clean School Bus Program,https://programs.dsireusa.org/system/program/detail/22239/texas-clean-school-bus-program,TX,Financial Incentive,Grant Program,6/19/2021
Emission Reduction Incentive Grants Program,https://programs.dsireusa.org/system/program/detail/22240/emission-reduction-incentive-grants-program,TX,Financial Incentive,Grant Program,6/19/2021
Governmental Alternative Fuel Fleet Grant Program,https://programs.dsireusa.org/system/program/detail/22242/governmental-alternative-fuel-fleet-grant-program,TX,Financial Incentive,Grant Program,6/19/2021
Texas Solar Rights,https://programs.dsireusa.org/system/program/detail/4880/texas-solar-rights,TX,Regulatory Policy,Solar/Wind Access Policy,6/24/2011
City of Austin - Zoning Code,https://programs.dsireusa.org/system/program/detail/4864/city-of-austin-zoning-code,TX,Regulatory Policy,Solar/Wind Access Policy,6/10/2011
Solar and Wind Energy Business Franchise Tax Exemption,https://programs.dsireusa.org/system/program/detail/82/solar-and-wind-energy-business-franchise-tax-exemption,TX,Financial Incentive,Industry Recruitment/Support,1/1/2000
Texas-New Mexico Power Company - Residential and Hard-to-Reach Standard Offer Programs,https://programs.dsireusa.org/system/program/detail/1543/texas-new-mexico-power-company-residential-and-hard-to-reach-standard-offer-programs,TX,Financial Incentive,Rebate Program,5/29/2006
City of Plano - Smart Energy Loan Program,https://programs.dsireusa.org/system/program/detail/5221/city-of-plano-smart-energy-loan-program,TX,Financial Incentive,Loan Program,7/12/2012
AEP Texas North Company - SMART Source Solar PV Rebate Program,https://programs.dsireusa.org/system/program/detail/3669/aep-texas-north-company-smart-source-solar-pv-rebate-program,TX,Financial Incentive,Rebate Program,9/16/2009
AEP Texas Central Company - SMART Source Solar PV Rebate Program,https://programs.dsireusa.org/system/program/detail/3661/aep-texas-central-company-smart-source-solar-pv-rebate-program,TX,Financial Incentive,Rebate Program,9/15/2009
Fuel Mix and Emissions Disclosure,https://programs.dsireusa.org/system/program/detail/15/fuel-mix-and-emissions-disclosure,TX,Regulatory Policy,Generation Disclosure,1/8/2001
City of Dallas - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/2741/city-of-dallas-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,10/5/2007
Green Mountain Energy Renewable Rewards Program,https://programs.dsireusa.org/system/program/detail/4176/green-mountain-energy-renewable-rewards-program,TX,Regulatory Policy,Net Metering,5/27/2010
Mandatory Renewable Energy Educational Materials,https://programs.dsireusa.org/system/program/detail/337/mandatory-renewable-energy-educational-materials,TX,Regulatory Policy,Line Extension Analysis,1/1/2000
City of Sunset Valley - PV Rebate Program,https://programs.dsireusa.org/system/program/detail/3727/city-of-sunset-valley-pv-rebate-program,TX,Financial Incentive,Rebate Program,10/9/2009
City of Sunset Valley - Solar Water Heating Rebate Program,https://programs.dsireusa.org/system/program/detail/3735/city-of-sunset-valley-solar-water-heating-rebate-program,TX,Financial Incentive,Rebate Program,10/23/2009
LoanSTAR Revolving Loan Program,https://programs.dsireusa.org/system/program/detail/1134/loanstar-revolving-loan-program,TX,Financial Incentive,Loan Program,6/15/2005
ENERGY STAR Sales Tax Holiday for Energy-Efficient Products,https://programs.dsireusa.org/system/program/detail/2766/energy-star-sales-tax-holiday-for-energy-efficient-products,TX,Financial Incentive,Sales Tax Incentive,10/26/2007
City of Friendswood - Property Tax Abatement for Green Commercial Buildings,https://programs.dsireusa.org/system/program/detail/5008/city-of-friendswood-property-tax-abatement-for-green-commercial-buildings,TX,Financial Incentive,Property Tax Incentive,9/15/2011
Renewable Energy Systems Property Tax Exemption,https://programs.dsireusa.org/system/program/detail/173/renewable-energy-systems-property-tax-exemption,TX,Financial Incentive,Property Tax Incentive,1/1/2000
TXU - Commercial Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/5352/txu-commercial-energy-efficiency-program,TX,Financial Incentive,Rebate Program,12/13/2012
City of Austin - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/2749/city-of-austin-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,10/11/2007
City of Fort Worth - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/5590/city-of-fort-worth-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,11/7/2014
City of Houston - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/5593/city-of-houston-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,11/7/2014
City of El Paso - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/5595/city-of-el-paso-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,11/10/2014
City of San Antonio - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/4748/city-of-san-antonio-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,4/12/2011
City of Frisco - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/2729/city-of-frisco-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,10/3/2007
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1900/building-energy-code,TX,Regulatory Policy,Building Energy Code,7/31/2006
City of Dallas - Residential and Commercial Green Building Requirements,https://programs.dsireusa.org/system/program/detail/4793/city-of-dallas-residential-and-commercial-green-building-requirements,TX,Regulatory Policy,Building Energy Code,4/25/2011
City of San Antonio - Energy Conservation Code,https://programs.dsireusa.org/system/program/detail/5944/city-of-san-antonio-energy-conservation-code,TX,Regulatory Policy,Building Energy Code,11/17/2016
City of Forth Worth - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/5592/city-of-forth-worth-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,11/7/2014
City of San Antonio - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/4750/city-of-san-antonio-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,4/12/2011
City of Austin - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/2464/city-of-austin-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,3/26/2007
City of Plano - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/3004/city-of-plano-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,7/15/2008
City of Houston - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/2887/city-of-houston-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,3/14/2008
City of El Paso - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/5594/city-of-el-paso-green-building-policy-for-municipal-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,11/10/2014
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/805/interconnection-standards,TX,Regulatory Policy,Interconnection,7/16/2002
City of San Antonio - Sec. 35-398. - Renewable Energy Systems,https://programs.dsireusa.org/system/program/detail/5893/city-of-san-antonio-sec-35-398-renewable-energy-systems,TX,Regulatory Policy,Solar/Wind Permitting Standards,8/30/2016
Required Energy Efficiency Goals,https://programs.dsireusa.org/system/program/detail/4622/required-energy-efficiency-goals,TX,Regulatory Policy,Energy Efficiency Resource Standard,2/9/2011
Harris County - Green Building Policy for County Buildings,https://programs.dsireusa.org/system/program/detail/4912/harris-county-green-building-policy-for-county-buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,7/14/2011
Energy Efficiency Goals and Requirements for Public Entities,https://programs.dsireusa.org/system/program/detail/2315/energy-efficiency-goals-and-requirements-for-public-entities,TX,Regulatory Policy,Energy Standards for Public Buildings,9/27/2006
City of Austin - Renewables Portfolio Standard,https://programs.dsireusa.org/system/program/detail/897/city-of-austin-renewables-portfolio-standard,TX,Regulatory Policy,Renewables Portfolio Standard,6/9/2003
San Antonio City Public Service (CPS Energy) - Renewable Portfolio Goal,https://programs.dsireusa.org/system/program/detail/2473/san-antonio-city-public-service-cps-energy-renewable-portfolio-goal,TX,Regulatory Policy,Renewables Portfolio Standard,4/2/2007
Alternative Fuel Vehicle Refueling Property Tax Credit (Corporate),https://programs.dsireusa.org/system/program/detail/22474/alternative-fuel-vehicle-refueling-property-tax-credit-corporate,US,Financial Incentive,Corporate Tax Credit,8/18/2022
Business Energy Investment Tax Credit (ITC),https://programs.dsireusa.org/system/program/detail/658/business-energy-investment-tax-credit-itc,US,Financial Incentive,Corporate Tax Credit,3/15/2002
Low Income Home Energy Assistance Program (LIHEAP),https://programs.dsireusa.org/system/program/detail/5712/low-income-home-energy-assistance-program-liheap,US,Financial Incentive,Grant Program,3/16/2015
Residential Energy Efficiency Tax Credit,https://programs.dsireusa.org/system/program/detail/1274/residential-energy-efficiency-tax-credit,US,Financial Incentive,Personal Tax Credit,1/10/2006
Renewable Electricity Production Tax Credit (PTC),https://programs.dsireusa.org/system/program/detail/734/renewable-electricity-production-tax-credit-ptc,US,Financial Incentive,Corporate Tax Credit,3/11/2002
U.S. Department of Energy - Loan Guarantee Program,https://programs.dsireusa.org/system/program/detail/3071/u-s-department-of-energy-loan-guarantee-program,US,Financial Incentive,Loan Program,9/12/2008
Plug-In Electric Drive Vehicle Tax Credit,https://programs.dsireusa.org/system/program/detail/22352/plug-in-electric-drive-vehicle-tax-credit,US,Financial Incentive,Personal Tax Credit,8/18/2021
Previously-Owned Clean Vehicle Tax Credit,https://programs.dsireusa.org/system/program/detail/22476/previously-owned-clean-vehicle-tax-credit,US,Financial Incentive,Personal Tax Credit,8/26/2022
Qualified Commercial Clean Vehicle Tax Credit,https://programs.dsireusa.org/system/program/detail/22473/qualified-commercial-clean-vehicle-tax-credit,US,Financial Incentive,Corporate Tax Credit,8/18/2022
Alternative Fuel Vehicle Refueling Property Tax Credit (Personal),https://programs.dsireusa.org/system/program/detail/22475/alternative-fuel-vehicle-refueling-property-tax-credit-personal,US,Financial Incentive,Personal Tax Credit,8/18/2022
Energy-Efficient New Homes Tax Credit for Home Builders,https://programs.dsireusa.org/system/program/detail/1272/energy-efficient-new-homes-tax-credit-for-home-builders,US,Financial Incentive,Corporate Tax Credit,1/10/2006
Energy-Efficient Commercial Buildings Tax Deduction,https://programs.dsireusa.org/system/program/detail/1271/energy-efficient-commercial-buildings-tax-deduction,US,Financial Incentive,Corporate Tax Deduction,1/10/2006
Residential Renewable Energy Tax Credit,https://programs.dsireusa.org/system/program/detail/1235/residential-renewable-energy-tax-credit,US,Financial Incentive,Personal Tax Credit,8/10/2005
Residential Energy Conservation Subsidy Exclusion (Personal),https://programs.dsireusa.org/system/program/detail/666/residential-energy-conservation-subsidy-exclusion-personal,US,Financial Incentive,Personal Tax Exemption,3/5/2002
Residential Energy Conservation Subsidy Exclusion (Corporate),https://programs.dsireusa.org/system/program/detail/727/residential-energy-conservation-subsidy-exclusion-corporate,US,Financial Incentive,Corporate Tax Exemption,3/5/2002
USDA - High Energy Cost Grant Program,https://programs.dsireusa.org/system/program/detail/4359/usda-high-energy-cost-grant-program,US,Financial Incentive,Grant Program,9/27/2010
Weatherization Assistance Program (WAP),https://programs.dsireusa.org/system/program/detail/5725/weatherization-assistance-program-wap,US,Financial Incentive,Grant Program,3/31/2015
Green Power Purchasing Goal for Federal Government,https://programs.dsireusa.org/system/program/detail/1060/green-power-purchasing-goal-for-federal-government,US,Regulatory Policy,Green Power Purchasing,2/19/2004
Energy-Efficient Appliance Manufacturing Tax Credit,https://programs.dsireusa.org/system/program/detail/1273/energy-efficient-appliance-manufacturing-tax-credit,US,Financial Incentive,Industry Recruitment/Support,1/10/2006
Federal Appliance Standards,https://programs.dsireusa.org/system/program/detail/1709/federal-appliance-standards,US,Regulatory Policy,Appliance/Equipment Efficiency Standards,6/30/2006
Energy-Efficient Mortgages,https://programs.dsireusa.org/system/program/detail/742/energy-efficient-mortgages,US,Financial Incentive,Loan Program,3/21/2002
Fannie Mae Green Financing – Loan Program,https://programs.dsireusa.org/system/program/detail/5780/fannie-mae-green-financing-loan-program,US,Financial Incentive,Loan Program,5/28/2015
Office of Indian Energy Policy and Programs - Funding Opportunities,https://programs.dsireusa.org/system/program/detail/918/office-of-indian-energy-policy-and-programs-funding-opportunities,US,Financial Incentive,Grant Program,5/1/2003
"USDA - Biorefinery, Renewable Chemical, and Biobased Product Manufacturing Assistance Program",https://programs.dsireusa.org/system/program/detail/5313/usda-biorefinery-renewable-chemical-and-biobased-product-manufacturing-assistance-program,US,Financial Incentive,Loan Program,10/4/2012
Qualified Energy Conservation Bonds (QECBs),https://programs.dsireusa.org/system/program/detail/3098/qualified-energy-conservation-bonds-qecbs,US,Financial Incentive,Loan Program,10/23/2008
USDA - Rural Energy for America Program (REAP) Loan Guarantees,https://programs.dsireusa.org/system/program/detail/2511/usda-rural-energy-for-america-program-reap-loan-guarantees,US,Financial Incentive,Loan Program,4/9/2003
USDA - Rural Energy for America Program (REAP) Grants,https://programs.dsireusa.org/system/program/detail/917/usda-rural-energy-for-america-program-reap-grants,US,Financial Incentive,Grant Program,4/9/2003
USDA - Rural Energy for America Program (REAP) Energy Audit and Renewable Energy Development Assistance (EA/REDA) Program,https://programs.dsireusa.org/system/program/detail/5681/usda-rural-energy-for-america-program-reap-energy-audit-and-renewable-energy-development-assistance-ea-reda-program,US,Financial Incentive,Grant Program,2/18/2015
Modified Accelerated Cost-Recovery System (MACRS),https://programs.dsireusa.org/system/program/detail/676/modified-accelerated-cost-recovery-system-macrs,US,Financial Incentive,Corporate Depreciation,3/15/2002
Energy Goals and Standards for Federal Government,https://programs.dsireusa.org/system/program/detail/1616/energy-goals-and-standards-for-federal-government,US,Regulatory Policy,Energy Standards for Public Buildings,6/19/2006
Clean Renewable Energy Bonds (CREBs),https://programs.dsireusa.org/system/program/detail/2510/clean-renewable-energy-bonds-crebs,US,Financial Incentive,Loan Program,5/2/2006
Interconnection Standards for Small Generators,https://programs.dsireusa.org/system/program/detail/2774/interconnection-standards-for-small-generators,US,Regulatory Policy,Interconnection,10/30/2007
Murray City Power - Net Metering Pilot Program,https://programs.dsireusa.org/system/program/detail/2396/murray-city-power-net-metering-pilot-program,UT,Regulatory Policy,Net Metering,3/1/2007
City of St. George - Net Metering,https://programs.dsireusa.org/system/program/detail/2394/city-of-st-george-net-metering,UT,Regulatory Policy,Net Metering,2/28/2007
Net Billing,https://programs.dsireusa.org/system/program/detail/743/net-billing,UT,Regulatory Policy,Net Metering,3/25/2002
Rocky Mountain Power - wattsmart Business Program,https://programs.dsireusa.org/system/program/detail/2412/rocky-mountain-power-wattsmart-business-program,UT,Financial Incentive,Rebate Program,3/6/2007
Rocky Mountain Power - EV Charging Station Grant and Rebate Program,https://programs.dsireusa.org/system/program/detail/22399/rocky-mountain-power-ev-charging-station-grant-and-rebate-program,UT,Financial Incentive,Rebate Program,8/23/2021
Conversion to Alternative Fuel Grant Program,https://programs.dsireusa.org/system/program/detail/22244/conversion-to-alternative-fuel-grant-program,UT,Financial Incentive,Grant Program,6/24/2021
Workplace EV Charging Funding Assistance Program,https://programs.dsireusa.org/system/program/detail/22245/workplace-ev-charging-funding-assistance-program,UT,Financial Incentive,Grant Program,6/24/2021
Alternative Energy Development Incentive (Corporate),https://programs.dsireusa.org/system/program/detail/3529/alternative-energy-development-incentive-corporate,UT,Financial Incentive,Corporate Tax Credit,7/15/2009
Alternative Energy Development Incentive (Personal),https://programs.dsireusa.org/system/program/detail/5330/alternative-energy-development-incentive-personal,UT,Financial Incentive,Personal Tax Credit,10/19/2012
Renewable Energy Systems Tax Credit (Corporate),https://programs.dsireusa.org/system/program/detail/248/renewable-energy-systems-tax-credit-corporate,UT,Financial Incentive,Corporate Tax Credit,1/1/2000
Renewable Energy Systems Tax Credit (Personal),https://programs.dsireusa.org/system/program/detail/83/renewable-energy-systems-tax-credit-personal,UT,Financial Incentive,Personal Tax Credit,1/1/2000
Utah Commercial PACE financing program,https://programs.dsireusa.org/system/program/detail/5406/utah-commercial-pace-financing-program,UT,Financial Incentive,PACE Financing,4/2/2013
Alternative Fuel Heavy-Duty Vehicle Tax Credit Program,https://programs.dsireusa.org/system/program/detail/22246/alternative-fuel-heavy-duty-vehicle-tax-credit-program,UT,Financial Incentive,Corporate Tax Credit,6/24/2021
Utah Solar Easement and Access Laws,https://programs.dsireusa.org/system/program/detail/312/utah-solar-easement-and-access-laws,UT,Regulatory Policy,Solar/Wind Access Policy,1/1/2000
Local Option - Industrial Facilities and Development Bonds,https://programs.dsireusa.org/system/program/detail/5407/local-option-industrial-facilities-and-development-bonds,UT,Financial Incentive,Bond Program,4/15/2013
Alternative Energy Sales Tax Exemption,https://programs.dsireusa.org/system/program/detail/1070/alternative-energy-sales-tax-exemption,UT,Financial Incentive,Sales Tax Incentive,3/18/2004
Solar Contractor Licensing,https://programs.dsireusa.org/system/program/detail/436/solar-contractor-licensing,UT,Regulatory Policy,Solar/Wind Contractor Licensing,1/1/2000
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1878/building-energy-code,UT,Regulatory Policy,Building Energy Code,7/28/2006
Dominion Energy - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2689/dominion-energy-commercial-energy-efficiency-rebate-program,UT,Financial Incentive,Rebate Program,8/20/2007
Dominion Energy - Home Builder Gas Appliance Rebate Program,https://programs.dsireusa.org/system/program/detail/2690/dominion-energy-home-builder-gas-appliance-rebate-program,UT,Financial Incentive,Rebate Program,8/20/2007
Dominion Energy - Residential Energy Efficiency Rebate Programs,https://programs.dsireusa.org/system/program/detail/2688/dominion-energy-residential-energy-efficiency-rebate-programs,UT,Financial Incentive,Rebate Program,8/20/2007
Dominion Energy - Residential Solar Assisted Water Heating Rebate Program,https://programs.dsireusa.org/system/program/detail/3316/dominion-energy-residential-solar-assisted-water-heating-rebate-program,UT,Financial Incentive,Rebate Program,3/25/2009
Rocky Mountain Power - wattsmart Residential Efficiency Program,https://programs.dsireusa.org/system/program/detail/2364/rocky-mountain-power-wattsmart-residential-efficiency-program,UT,Financial Incentive,Rebate Program,12/11/2006
Salt Lake City - High Performance Buildings Requirement,https://programs.dsireusa.org/system/program/detail/2727/salt-lake-city-high-performance-buildings-requirement,UT,Regulatory Policy,Energy Standards for Public Buildings,10/1/2007
State Building Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/1913/state-building-energy-efficiency-program,UT,Regulatory Policy,Energy Standards for Public Buildings,8/1/2006
Renewable Portfolio Goal,https://programs.dsireusa.org/system/program/detail/2901/renewable-portfolio-goal,UT,Regulatory Policy,Renewables Portfolio Standard,3/27/2008
State Facility Energy Efficiency Fund,https://programs.dsireusa.org/system/program/detail/2975/state-facility-energy-efficiency-fund,UT,Financial Incentive,Loan Program,6/18/2008
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/806/interconnection-standards,UT,Regulatory Policy,Interconnection,6/18/2003
Sales Tax Exemption for Energy-Efficient Products (Sales Tax Holiday),https://programs.dsireusa.org/system/program/detail/2796/sales-tax-exemption-for-energy-efficient-products-sales-tax-holiday,VA,Financial Incentive,Sales Tax Incentive,11/13/2007
City of Danville Utilities - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4928/city-of-danville-utilities-residential-energy-efficiency-rebate-program,VA,Financial Incentive,Rebate Program,7/25/2011
City of Danville Utilities - Business Energy Efficiency Rebates,https://programs.dsireusa.org/system/program/detail/5111/city-of-danville-utilities-business-energy-efficiency-rebates,VA,Financial Incentive,Rebate Program,2/20/2012
Dominion Energy Virginia - EV Charger Rewards,https://programs.dsireusa.org/system/program/detail/22481/dominion-energy-virginia-ev-charger-rewards,VA,Financial Incentive,Rebate Program,12/16/2022
Dominion Virginia Energy - Electric Vehicle Charging Station Rebate,https://programs.dsireusa.org/system/program/detail/22355/dominion-virginia-energy-electric-vehicle-charging-station-rebate,VA,Financial Incentive,Rebate Program,8/19/2021
Arlington County - Green Building Incentive Program,https://programs.dsireusa.org/system/program/detail/2457/arlington-county-green-building-incentive-program,VA,Financial Incentive,Green Building Incentive,3/19/2007
Columbia Gas of Virginia - Home Savings Rebate Program,https://programs.dsireusa.org/system/program/detail/4127/columbia-gas-of-virginia-home-savings-rebate-program,VA,Financial Incentive,Rebate Program,5/6/2010
Local Option - Residential Property Tax Exemption for Solar,https://programs.dsireusa.org/system/program/detail/85/local-option-residential-property-tax-exemption-for-solar,VA,Financial Incentive,Property Tax Incentive,1/1/2000
Commercial Solar Property Tax Exemption,https://programs.dsireusa.org/system/program/detail/5503/commercial-solar-property-tax-exemption,VA,Financial Incentive,Property Tax Incentive,7/3/2014
Shared Solar Program,https://programs.dsireusa.org/system/program/detail/22432/shared-solar-program,VA,Regulatory Policy,Community Solar Rules,6/2/2022
Net Metering,https://programs.dsireusa.org/system/program/detail/40/net-metering,VA,Regulatory Policy,Net Metering,1/1/2000
CMAQ Incentive Program,https://programs.dsireusa.org/system/program/detail/22253/cmaq-incentive-program,VA,Financial Incentive,Rebate Program,6/25/2021
Fairfax County- Conservation Assistance Programs (CAP),https://programs.dsireusa.org/system/program/detail/5886/fairfax-county-conservation-assistance-programs-cap,VA,Financial Incentive,Rebate Program,8/23/2016
Mandatory Utility Green Power Option,https://programs.dsireusa.org/system/program/detail/3683/mandatory-utility-green-power-option,VA,Regulatory Policy,Mandatory Utility Green Power Option,7/1/2007
Alternative Fuel School Bus Loan Program,https://programs.dsireusa.org/system/program/detail/22252/alternative-fuel-school-bus-loan-program,VA,Financial Incentive,Loan Program,6/25/2021
Green Job Creation Tax Credit,https://programs.dsireusa.org/system/program/detail/22294/green-job-creation-tax-credit,VA,Financial Incentive,Industry Recruitment/Support,7/13/2021
Cape Charles - STIP Industry Recruitment,https://programs.dsireusa.org/system/program/detail/433/cape-charles-stip-industry-recruitment,VA,Financial Incentive,Industry Recruitment/Support,7/13/2021
Solar Easements,https://programs.dsireusa.org/system/program/detail/1484/solar-easements,VA,Regulatory Policy,Solar/Wind Access Policy,5/15/2006
Solar Rights,https://programs.dsireusa.org/system/program/detail/2949/solar-rights,VA,Regulatory Policy,Solar/Wind Access Policy,5/28/2008
Guidelines for Solar and Wind Local Ordinances,https://programs.dsireusa.org/system/program/detail/4877/guidelines-for-solar-and-wind-local-ordinances,VA,Regulatory Policy,Solar/Wind Permitting Standards,6/21/2011
Fuel Mix and Emissions Disclosure,https://programs.dsireusa.org/system/program/detail/655/fuel-mix-and-emissions-disclosure,VA,Regulatory Policy,Generation Disclosure,12/3/2001
Income Tax Deduction for Energy-Efficient Products,https://programs.dsireusa.org/system/program/detail/4362/income-tax-deduction-for-energy-efficient-products,VA,Financial Incentive,Personal Tax Deduction,9/28/2010
Rockingham County - Small Wind Ordinance,https://programs.dsireusa.org/system/program/detail/293/rockingham-county-small-wind-ordinance,VA,Regulatory Policy,Solar/Wind Permitting Standards,1/12/2005
Energy Storage Target,https://programs.dsireusa.org/system/program/detail/22134/energy-storage-target,VA,Regulatory Policy,Energy Storage Target,8/6/2020
Renewable Portfolio Standard,https://programs.dsireusa.org/system/program/detail/22133/renewable-portfolio-standard,VA,Regulatory Policy,Renewables Portfolio Standard,8/6/2020
Local Option - Clean Energy Financing,https://programs.dsireusa.org/system/program/detail/3531/local-option-clean-energy-financing,VA,Financial Incentive,PACE Financing,7/15/2009
VirginiaSAVES Green Community Loan Program,https://programs.dsireusa.org/system/program/detail/5834/virginiasaves-green-community-loan-program,VA,Financial Incentive,Loan Program,11/2/2015
Energy Project and Equipment Financing,https://programs.dsireusa.org/system/program/detail/4875/energy-project-and-equipment-financing,VA,Financial Incentive,Loan Program,6/20/2011
Small Business & Non-Profit Loan Program,https://programs.dsireusa.org/system/program/detail/5504/small-business-non-profit-loan-program,VA,Financial Incentive,Loan Program,7/7/2014
Local Option- Renewable Energy Machinery and Tools Property Tax Exemption,https://programs.dsireusa.org/system/program/detail/5723/local-option-renewable-energy-machinery-and-tools-property-tax-exemption,VA,Financial Incentive,Property Tax Incentive,3/26/2015
Local Option - Property Tax Assessment for Energy Efficient Buildings,https://programs.dsireusa.org/system/program/detail/2983/local-option-property-tax-assessment-for-energy-efficient-buildings,VA,Financial Incentive,Property Tax Incentive,6/24/2008
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1816/building-energy-code,VA,Regulatory Policy,Building Energy Code,7/20/2006
TVA - Commercial Building Revitalization Program,https://programs.dsireusa.org/system/program/detail/22121/tva-commercial-building-revitalization-program,VA,Financial Incentive,Rebate Program,6/1/2020
City of Danville - Net Metering,https://programs.dsireusa.org/system/program/detail/4920/city-of-danville-net-metering,VA,Regulatory Policy,Net Metering,7/19/2011
Washington Gas - Commercial Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5713/washington-gas-commercial-efficiency-rebate-program,VA,Financial Incentive,Rebate Program,3/17/2015
Washington Gas - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4474/washington-gas-residential-energy-efficiency-rebate-program,VA,Financial Incentive,Rebate Program,12/1/2010
Appalachian Power (Electric)- Non-Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/5853/appalachian-power-electric-non-residential-energy-efficiency-program,VA,Financial Incentive,Rebate Program,1/10/2016
Appalachian Power (Electric)- Residential Energy Efficiency Programs,https://programs.dsireusa.org/system/program/detail/5821/appalachian-power-electric-residential-energy-efficiency-programs,VA,Financial Incentive,Rebate Program,9/28/2015
Charlottesville Gas - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4273/charlottesville-gas-residential-energy-efficiency-rebate-program,VA,Financial Incentive,Rebate Program,7/29/2010
Dominion Virginia Power - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5311/dominion-virginia-power-residential-energy-efficiency-rebate-program,VA,Financial Incentive,Rebate Program,10/2/2012
Dominion Virginia Power - Non-Residential Energy Efficiency Programs,https://programs.dsireusa.org/system/program/detail/4142/dominion-virginia-power-non-residential-energy-efficiency-programs,VA,Financial Incentive,Rebate Program,5/10/2010
Energy Efficiency Resource Goal,https://programs.dsireusa.org/system/program/detail/5056/energy-efficiency-resource-goal,VA,Regulatory Policy,Energy Efficiency Resource Standard,12/7/2011
Fairfax County - Green Building Policy,https://programs.dsireusa.org/system/program/detail/5914/fairfax-county-green-building-policy,VA,Regulatory Policy,Energy Standards for Public Buildings,9/22/2016
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/808/interconnection-standards,VA,Regulatory Policy,Interconnection,6/18/2003
U.S. Virgin Islands - Net Energy Billing (NEB) Program,https://programs.dsireusa.org/system/program/detail/5495/u-s-virgin-islands-net-energy-billing-neb-program,VI,Financial Incentive,Performance-Based Incentive,6/24/2014
U.S. Virgin Islands - Solar and Wind Easements & Rights Laws,https://programs.dsireusa.org/system/program/detail/2506/u-s-virgin-islands-solar-and-wind-easements-rights-laws,VI,Regulatory Policy,Solar/Wind Access Policy,5/1/2005
U.S. Virgin Islands - Energy Efficiency and Renewable Energy Rebate Program,https://programs.dsireusa.org/system/program/detail/5308/u-s-virgin-islands-energy-efficiency-and-renewable-energy-rebate-program,VI,Financial Incentive,Rebate Program,9/26/2012
U.S. Virgin Islands Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5498/u-s-virgin-islands-property-tax-incentive,VI,Financial Incentive,Property Tax Incentive,6/25/2014
